■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-25,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2017-10-24~2019-10-24???영화구분: 일반영화???국적: 한국???지역: 전체???제작사 : 전체???배급사 : 전체???감독명 : 전체???배우명 : 전체???등급별 : 전체???장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
,,,,점유율 ,,,,,,,,,,,,,
52,사라진 밤,2018-03-07,"10,697,981,316",0.6%,"10,697,981,316","1,315,726","1,315,726",925,"60,087",한국,한국,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스",씨네그루(주)키다리이엔티,15세이상관람가,스릴러,이창희,"김상경,김강우,김희애,서현우,이민지,이윤재,이지훈,김지영,최윤석,류경수,현봉식"
53,유열의 음악앨범,2019-08-28,"10,233,335,040",0.5%,"10,233,335,040","1,245,520","1,245,520","1,078","59,623",한국,한국,"(주)무비락,정지우 필름",CGV아트하우스,12세이상관람가,"멜로/로맨스,드라마",정지우,"김고은,정해인,박해준,김국희,정유진,최준영,심달기,나철,권은수,박세현"
54,퍼펙트맨,2019-10-02,"10,084,096,580",0.5%,"10,084,096,580","1,210,534","1,210,534",894,"48,280",한국,한국,"(주)맨필름,(주)쇼박스",(주)쇼박스,15세이상관람가,"코미디,드라마",용수,"설경구,조진웅,허준호,진선규,지승현,김사랑,최지안"
55,생일,2019-04-03,"9,884,485,840",0.5%,"9,884,485,840","1,197,424","1,197,424",878,"71,793",한국,한국,"나우필름(주),(주)영화사레드피터,파인하우스필름(주)",(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,"설경구,전도연,김보민,윤찬영,박종환,성유빈,탕준상,신문성,이봉련,김수진,안다정"
56,바람 바람 바람,2018-04-05,"9,784,385,375",0.5%,"9,784,385,375","1,194,229","1,194,229",985,"57,939",한국,한국,(주)하이브미디어코프,(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,코미디,이병헌,"이성민,신하균,송지효,이엘,장영남,고준,서성원,이주한,이지원,이혜수,김태강,유아름,유현종,정석원,김욱,김건,김기훈,강민지,김도연,김명준,황미영,김승원,김영현,김성우,강희수,양현민,허준석"
57,"힘을 내요, 미스터 리",2019-09-11,"9,906,161,406",0.5%,"9,906,161,406","1,178,249","1,178,249",990,"41,793",한국,한국,"(주)용필름,(주)덱스터스튜디오",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,드라마",이계벽,"차승원,엄채영,박해준,김혜옥,안길강,전혜빈,류한비,조한철,성지루,안민영"
58,챔피언,2018-05-01,"9,471,138,230",0.5%,"9,471,138,230","1,128,774","1,128,774",874,"47,320",한국,한국,(주)코코너,워너브러더스 코리아(주),12세이상관람가,드라마,김용완,"마동석,권율,한예리,박성일,유지연,이규호,이동진,이수정,김정화,이혜민,김지연,김지환,김태현,오승환,유지연,박세준,전민지,전혜원,정승환,박지연,김건,김동현,김동현,김미미,홍지원,김재민,김수진,양현민,박지연"
59,장사리 : 잊혀진 영웅들,2019-09-25,"8,930,059,630",0.5%,"8,930,059,630","1,128,474","1,128,474","1,090","47,586",한국,한국,(주)태원엔터테인먼트,워너브러더스 코리아(주),12세이상관람가,전쟁,"곽경택,김태훈","김명민,최민호,김성철,김인권,곽시양,메간 폭스,조지 이즈,장지건,이재욱,이호정,동방우"
60,롱 리브 더 킹: 목포 영웅,2019-06-19,"9,228,798,910",0.5%,"9,228,798,910","1,094,404","1,094,404",965,"38,839",한국,한국,"(주)영화사 필름몬스터,(주)비에이엔터테인먼트","메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",15세이상관람가,"액션,드라마",강윤성,"김래원,원진아,진선규,최귀화,최무성,주진모,장지건,정원중,이성우,김홍표,민무제,김동현"
61,염력,2018-01-31,"7,484,644,112",0.4%,"7,484,644,112","990,104","990,104","1,099","45,623",한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"드라마,코미디",연상호,"류승룡,심은경,박정민,김민재,정유미,이승용,예수정,이기환,이동근,김재원,백성욱,이재현,이정은,김주연,이지혜,이지훈,이현정,김흥태,나성식,박재규,조웅희,김기천,김기철,김기범,김대근,최영우,최지연,황영수,윤돈선,태항호"
62,나랏말싸미,2019-07-24,"7,850,757,823",0.4%,"7,850,757,823","956,601","956,601","1,211","39,191",한국,한국,(주)영화사두둥,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,"송강호,박해일,전미선,최덕문,남문철,정해균,박동혁,정인겸,김준한,차래형,윤정일,탕준상,금새록,임성재,오현경,정수지,지웅배"
63,인랑,2018-07-25,"7,007,294,673",0.4%,"7,007,294,673","899,029","899,029","1,085","25,428",한국,한국,(주)루이스 픽쳐스,워너브러더스 코리아(주),15세이상관람가,"SF,액션",김지운,"강동원,한효주,정우성,김무열,최민호,한예리,신은수,허준호,문예원,김현준,이가경,박형수,전여빈,김기태,이동하,김재영,이승진,이시형,서영민,선호삼,이진한,이찬희,이확광,임서영,안성봉,양도현,김현창,박영서,박주희,정원종,조아라,김기범,최진호,허지원,김성호,김성호,김예은,김우진,소윤호,정기섭,정원중,장원형"
64,극장판 헬로카봇 : 백악기 시대,2018-08-01,"6,591,155,500",0.3%,"6,591,155,500","879,682","879,682",758,"16,178",한국,한국,(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"최신규,김진철","이지현,김용준,양정화,홍범기,엄상현,사문영,위훈,민응식,신용우,안소이,한신,이현,김상백,임정길,김두용,이지현,한신"
65,뽀로로 극장판 공룡섬 대모험,2017-12-07,"6,228,606,300",0.3%,"6,228,606,300","827,338","827,338",803,"19,949",한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"김현호,윤제완","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현"
66,레드슈즈,2019-07-25,"6,092,230,190",0.3%,"6,092,230,190","816,324","816,324",717,"20,358",한국,한국,(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스",홍성호,"클로이 모레츠,샘 클라플린,지나 거손,패트릭 워버튼,짐 래쉬,아바 콜커"
67,레슬러,2018-05-09,"6,481,379,657",0.3%,"6,481,379,657","771,141","771,141",957,"43,079",한국,한국,(주)안나푸르나필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디",김대웅,"한도진,유해진,이성경,나문희,성동일,진경,황우슬혜,박규영,이한서,최유화,이예원,이배,이미경,배수현,이윤호,이주한,김진철,김태윤,김희원,박성범,정혜경,김민재,김명희,한경미,김민혜,양현민,현봉식,김태훈"
68,상류사회,2018-08-29,"6,313,416,163",0.3%,"6,313,416,163","768,442","768,442",867,"41,725",한국,한국,(주)하이브미디어코프,롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가,드라마,변혁,"신현숙,박해일,수애,윤제문,라미란,이진욱,김규선,한주영,김강우,이강진,이수민,이수일,이수정,김정현,백승환,이정철,김준희,이현승,김지현,김근영,김진성,김진호,김태희,김현미,양정인,김형석,여상은,윤정희,문형수,임용순,박성훈,박아영,장혁진,정승준,박주희,정자영,박지원,정현석,조준희,김경민,김근영,김다솜,김다정,김대근,김동욱,김디나,최정윤,한지은,한희정,한희정,황지현,김미희,김선희,김시원,김성준,김건우,강기영,주예지,김승훈"
69,뽀로로 극장판 보물섬 대모험,2019-04-25,"5,886,304,900",0.3%,"5,886,304,900","766,764","766,764",797,"20,074",한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,가족","김현호,윤창섭","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,남도형,정승욱,이장원,황창영"
70,물괴,2018-09-12,"6,106,452,954",0.3%,"6,106,452,954","723,622","723,622","1,183","46,022",한국,한국,(주)태원엔터테인먼트,"롯데컬처웍스(주)롯데엔터테인먼트,씨네그루(주)키다리이엔티",15세이상관람가,"액션,사극",허종호,"김명민,한도진,김인권,이혜리,최우식,박성웅,박희순,이경영,이강진,이규현,이기창,이동훈,이상철,이정훈,이정훈,김종윤,김주연,이찬유,김학충,김혜린,김호진,오진호,유병선,윤보현,박건우,박소은,정자영,박하현,강성훈,강태영,정효경,조원희,최윤지,최윤지,최재욱,김성수,김용호,김영철,이서준,이양희"
71,미쓰백,2018-10-11,"6,047,893,066",0.3%,"6,047,893,066","723,093","723,093",671,"41,970",한국,한국,영화사 배,(주)리틀빅픽쳐스,15세이상관람가,드라마,이지원,"한지민,김시아,이희준,권소현,백수장,장영남,김선영,이주영,이정은,전석호,조민준,윤송아,이승민,신수정,이지원,김지혜,김지희,박지선,강가미,김미선,김민기,한용환,김보민"
72,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,"5,001,247,250",0.3%,"5,001,247,250","678,091","678,091",762,"16,175",한국,한국,"씨제이이앤엠(주),(주)칵테일 미디어",씨제이이앤엠(주),전체관람가,"애니메이션,판타지,어드벤처",김병갑,"조현정,김영은,김채하,신용우,여민정,심규혁,이상호,이소은,정유정,김율,최재호,최재호"
73,광대들: 풍문조작단,2019-08-21,"5,226,776,088",0.3%,"5,226,776,088","637,021","637,021",806,"29,045",한국,한국,(주)영화사심플렉스,워너브러더스 코리아(주),12세이상관람가,사극,김주호,"조진웅,손현주,박희순,고창석,최원영,김슬기,윤박,김민석,장남열,김희찬,최귀화,정인기,백수희,정윤하"
74,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,"4,572,608,370",0.2%,"4,572,608,370","589,401","589,401",889,"20,734",한국,한국,(주)초이락컨텐츠팩토리,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,애니메이션,"최신규,김진철","이지현,김용준,양정화,조경이,사문영,엄상현,민아,김상백,김두용,시영준,이현"
75,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,"4,485,953,140",0.2%,"4,485,953,140","575,362","575,362",752,"15,827",한국,한국,(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"최신규,김진철","이지현,김용준,양정화,사문영,홍범기,이현,시영준,엄상현,임정길,서윤선"
76,양자물리학,2019-09-25,"4,527,832,380",0.2%,"4,527,832,380","554,069","554,069",799,"25,288",한국,한국,(주)엠씨엠씨,(주)메리크리스마스,15세이상관람가,범죄,이성태,"박해수,서예지,김상호,김응수,변희봉,김영재,이창훈,임철수,현봉식,주석태,손종학,박성연,김동현"
77,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,"4,293,746,800",0.2%,"4,293,746,800","550,145","550,145",672,"12,584",한국,한국,(주)드림써치C&C,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,한상호,"박희순,라미란,김성균,김경진,김재훈,김흥래,윤정화,이민규,이준호,이호준,최윤정,김응수"
78,버닝,2018-05-17,"4,716,771,098",0.2%,"4,716,771,098","528,435","528,435",739,"26,514",한국,한국,"파인하우스필름(주),나우필름(주)",CGV아트하우스,청소년관람불가,미스터리,이창동,"유아인,스티븐 연,전종서,이고운,이수정,배민정,이승호,이영석,김정은,김정현,이현수,김지은,김지현,김현우,유혜승,문성근,임용순,조용준,최선호,최선호,김건희,김명호,함선일,김민성,김수경,김민희,김민지,이봉련,장원형"
79,7년의 밤,2018-03-28,"3,969,337,524",0.2%,"3,969,337,524","528,007","528,007",872,"26,804",한국,한국,"(주)바른손,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,"스릴러,드라마",추창민,"류승룡,장동건,송새벽,고경표,이레,탕준상,이상희,문정희,서현우,이동민,이동훈,이동희,이상민,이상영,이성훈,김재철,이정현,김주하,이호준,김효인,박노찬,장승화,박정숙,박정주,최대룡,김현,김은경,김원진,김병석,민진웅,이정현"
80,침묵,2017-11-02,"3,930,219,264",0.2%,"3,930,219,264","494,097","494,097",634,"23,228",한국,한국,(주)용필름,씨제이이앤엠(주),15세이상관람가,드라마,정지우,"최민식,박신혜,류준열,이하늬,박해준,조한철,이수경,박성희,박태강,박호산,송준,안성봉,채현우,이상철,이연,이정민,이정민,이태형,임승묵,박규영,남명렬,박형수,김대현,서현우,김수진,강신철,김영재,장원형,박지연,권은수"
81,변산,2018-07-04,"4,016,562,273",0.2%,"4,016,562,273","490,519","490,519",763,"27,504",한국,한국,변산문화산업전문(유),메가박스중앙(주)플러스엠,15세이상관람가,드라마,이준익,"박정민,김고은,장항선,고준,신현빈,정규수,김준한,배제기,최정헌,한별,김형주,차순배,신문성,이세랑,이고은,이민섭,이성호,방준석,이승훈,김정현,이재성,이정현,김지성,이현정,이혜원,김진표,김형주,김희주,박수연,박지선,강현구,고유,정호연,차신혜,김민식,최정현,김세겸,김수정,박수연,던밀스"
82,동네사람들,2018-11-07,"3,818,515,112",0.2%,"3,818,515,112","461,693","461,693",731,"23,598",한국,한국,(주)데이드림,(주)리틀빅픽쳐스,15세이상관람가,"액션,스릴러",임진순,"마동석,김새론,이상엽,진선규,장광,신세휘,오희준,배진아,이광기,이상훈,이태규,김지은,안성일,양기원,강민준,김다영,김대현,김동환,최정현,최혜진,김새벽,김송이,김수영,손영순"
83,원더풀 고스트,2018-09-26,"3,720,939,600",0.2%,"3,720,939,600","450,378","450,378",351,"14,003",한국,한국,(주)데이드림엔터테인먼트,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",12세이상관람가,"코미디,드라마,범죄",조원희,"마동석,김영광,이유영,이서진,김정수,이승창,이영석,서정훈,서준호,이태규,김지은,김지은,류성철,윤성민,박근수,정재헌,최유리,김민석,김선문,김선웅,김영환,김선경,김동준,한창현,차래형,한성천"
84,반드시 잡는다,2017-11-29,"3,326,439,772",0.2%,"3,326,439,772","446,780","446,780",565,"24,559",한국,한국,"(주)에이디사공육,씨네주 유한회사",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,김홍선,"백윤식,성동일,천호진,배종옥,조달환,김혜인,박형수,손종학,이칸희,박지현,정유민,이정은,조건희,이재윤,천준호,강병희,권인호,선호삼,강말금,신문성,오희준,유수빈,손성찬"
85,흥부: 글로 세상을 바꾼 자,2018-02-14,"3,381,050,200",0.2%,"3,381,050,200","416,303","416,303",627,"18,671",한국,한국,"(주)영화사 궁,(주)발렌타인필름",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,사극,조근현,"김규백,정우,김주혁,정진영,김원해,정상훈,정해인,곽동연,천우희,진구,지웅배,김태준,김현목,이은,이상영,이상영,이소라,이승원,이예진,이용출,이유진,이재석,이재윤,이정민,김정훈,손종민,송은지,이진경,이진경,이태영,김지호,김태준,김하은,김현민,김현서,김현정,김혜림,염재민,유병선,윤석진,박가영,박윤호,전현우,박정수,박정우,정연수,박지영,박지혜,정지우,김호경,강동우,최동욱,권유진,최유리,최정은,최진우,최은지,홍진기,김민석,김성현,김수혁,김원진,김아영,김선권,김정현"
86,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,"3,141,498,420",0.2%,"3,141,498,420","410,274","410,274",763,"15,122",한국,한국,(주)초이락컨텐츠팩토리,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"최신규,유재운","김서영,엄상현,안현서,김장,홍범기,양정화,여민정,이장원,한신,서유리,정선혜,소정환,김은아,민승우,심규혁,정혜원,홍진욱"
87,7호실,2017-11-15,"2,679,844,639",0.1%,"2,679,844,639","348,017","348,017",629,"21,854",한국,한국,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,이용승,"신하균,도경수,김동영,김종수,김종구,박수영,전석호,황정민,정희태,김도윤,정승길,박소영,조민성,윤세현,이광기,이재혁,김성종,우지현,박근록,최무성"
88,러브 유어셀프 인 서울,2019-01-26,"3,209,682,900",0.2%,"3,209,682,900","342,366","342,366",224,"4,535",한국,한국,"빅히트 엔터테인먼트,씨제이 씨지브이(CJ CGV)(주)",씨제이 씨지브이(CJ CGV)(주),전체관람가,공연,,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국"
89,허스토리,2018-06-27,"2,522,465,949",0.1%,"2,522,465,949","337,062","337,062",696,"20,407",한국,한국,(주)수필름,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,민규동,"김희애,김해숙,예수정,문숙,이용녀,김준한,이유영,안세하,손강국,윤효진,이선민,이승연,손승훈,이현동,이형석,임서영,안진영,김혜림,오진호,민주홍,박수진,박용수,정미경,박정헌,박정헌,정은택,박진수,김명희,하성영,김선영,김성환,김시영,김시영,박명신,한지민,이설,최병모"
90,브링 더 소울 : 더 무비,2019-08-07,"2,902,500,310",0.2%,"2,902,500,310","336,074","336,074",569,"10,199",한국,한국,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",월트디즈니컴퍼니코리아 유한책임회사,전체관람가,기타,박준수,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국"
91,덕구,2018-04-05,"2,391,873,700",0.1%,"2,391,873,700","316,141","316,141",544,"19,015",한국,한국,"(주)영화사두둥,(주)곰픽쳐스",메가박스중앙(주)플러스엠,전체관람가,드라마,방수인,"이순재,정지훈,장광,성병숙,차순배,박지윤,윤송아,이현,이도현,김현우,박민정,박윤호,정재훈,김보연,김수민,전소현,정기섭"
92,번 더 스테이지: 더 무비,2018-11-15,"2,671,391,900",0.1%,"2,671,391,900","315,010","315,010",243,"4,714",한국,한국,"빅히트 엔터테인먼트,(주)캠프엔터테인먼트",월트디즈니컴퍼니코리아 유한책임회사,전체관람가,기타,박준수,"김남준,김석진,민윤기,정호석,박지민,김태형,전정국,방시혁,윤석준"
